given_name,user_name,profile_link,association,followed_by,,
Students for Justice in Palestine at Saint Xavier University 🇵🇸,sjpsxu_,https://www.instagram.com/sjpsxu_/,Arizona State University,@sjpasu,,
MENASA at UA,menasa_ua,https://www.instagram.com/menasa_ua/,Arizona State University,@sjpasu,,
Zen Devils Student Group @ ASU,zendevils.asu,https://www.instagram.com/zendevils.asu/,Arizona State University,@sjpasu,,
Sliman Mansour,sliman.mansourVerified,https://www.instagram.com/sliman.mansour/,Arizona State University,@sjpasu,,
مريم,disorientalizing,https://www.instagram.com/disorientalizing/,Arizona State University,@sjpasu,,
Mohamed Hadid,mohamedhadidVerified,https://www.instagram.com/mohamedhadid/,Arizona State University,@sjpasu,,
Iran Freedom 💚🤍❤️,fight4freeiran,https://www.instagram.com/fight4freeiran/,Arizona State University,@sjpasu,,
ASA at ASU,asaofasu,https://www.instagram.com/asaofasu/,Arizona State University,@sjpasu,,
Palestine Solidarity Committee at USD,pscusd,https://www.instagram.com/pscusd/,Arizona State University,@sjpasu,,
wil,matrixtwin,https://www.instagram.com/matrixtwin/,Arizona State University,@sjpasu,,
Wayne State Senate SWANA,swana_wsusenate,https://www.instagram.com/swana_wsusenate/,Arizona State University,@sjpasu,,
Zaid Arikat,zaidmoarikat,https://www.instagram.com/zaidmoarikat/,Arizona State University,@sjpasu,,
Comradam,savesheikhjarrah92,https://www.instagram.com/savesheikhjarrah92/,Arizona State University,@sjpasu,,
Ahmed Eldin | أحمد شهاب الدين,ahmedeldinVerified,https://www.instagram.com/ahmedeldin/,Arizona State University,@sjpasu,,
Latino Loud AZ,latinoloudaz,https://www.instagram.com/latinoloudaz/,Arizona State University,@sjpasu,,
SJP at CSUN🇵🇸✌️,sjpatcsun,https://www.instagram.com/sjpatcsun/,Arizona State University,@sjpasu,,
Middle East Eye,middleeasteyeVerified,https://www.instagram.com/middleeasteye/,Arizona State University,@sjpasu,,
ASU GPSA,asugpsa,https://www.instagram.com/asugpsa/,Arizona State University,@sjpasu,,
Black Student Association @ Barrett,bsa_barrett,https://www.instagram.com/bsa_barrett/,Arizona State University,@sjpasu,,
NNJ DSA BDS and Palestine Solidarity Working Group,nnjdsapalestine,https://www.instagram.com/nnjdsapalestine/,Arizona State University,@sjpasu,,
Layali Al-Sham Ensemble,layali_alsham_asu,https://www.instagram.com/layali_alsham_asu/,Arizona State University,@sjpasu,,
CUNY Jewish Antizionist Collective,nioncuny,https://www.instagram.com/nioncuny/,Arizona State University,@sjpasu,,
UAHA ASU,uahaasu,https://www.instagram.com/uahaasu/,Arizona State University,@sjpasu,,
sofia 💒🍧🕯🍒,sofiareilanddd,https://www.instagram.com/sofiareilanddd/,Arizona State University,@sjpasu,,
Mi Cultura at ASU West Valley,miculturasu,https://www.instagram.com/miculturasu/,Arizona State University,@sjpasu,,
The Sustainability Alliance at ASU,sustainablesundevils,https://www.instagram.com/sustainablesundevils/,Arizona State University,@sjpasu,,
,asaatasu_backup,https://www.instagram.com/asaatasu_backup/,Arizona State University,@sjpasu,,
لينا | Leena,leena_darwish,https://www.instagram.com/leena_darwish/,Arizona State University,@sjpasu,,
The Material,thematerialVerified,https://www.instagram.com/thematerial/,Arizona State University,@sjpasu,,
Muslim American Society,mas_arizona,https://www.instagram.com/mas_arizona/,Arizona State University,@sjpasu,,
Tony AbuAkleh,shireenabuakleh,https://www.instagram.com/shireenabuakleh/,Arizona State University,@sjpasu,,
art.magnu,art.magnu,https://www.instagram.com/art.magnu/,Arizona State University,@sjpasu,,
Dustin Noga,dustinnoga,https://www.instagram.com/dustinnoga/,Arizona State University,@sjpasu,,
Human Resources,hr_band,https://www.instagram.com/hr_band/,Arizona State University,@sjpasu,,
Rider,rider_griffin,https://www.instagram.com/rider_griffin/,Arizona State University,@sjpasu,,
Spanish Translation Committee at ASU,stc_asu,https://www.instagram.com/stc_asu/,Arizona State University,@sjpasu,,
Josh Harmon | Drums & Comedy,josh_harmon_Verified,https://www.instagram.com/josh_harmon_/,Arizona State University,@sjpasu,,
أنيسه العسولة,anisa.botros,https://www.instagram.com/anisa.botros/,Arizona State University,@sjpasu,,
Student Coalition for Palestinian Liberation 🇵🇸,ou.scpl,https://www.instagram.com/ou.scpl/,Arizona State University,@sjpasu,,
ACLU of Arizona,acluofarizona,https://www.instagram.com/acluofarizona/,Arizona State University,@sjpasu,,
Women in Medicine and Science,asuwestwims,https://www.instagram.com/asuwestwims/,Arizona State University,@sjpasu,,
SHE’S THE FIRST @Arizona State,stf_asu,https://www.instagram.com/stf_asu/,Arizona State University,@sjpasu,,
Defend Our Future AZ,beardowndof,https://www.instagram.com/beardowndof/,Arizona State University,@sjpasu,,
PSU Students United for Palestinian Equal Rights,psu_super,https://www.instagram.com/psu_super/,Arizona State University,@sjpasu,,
Arizona Students' Association,azstudents,https://www.instagram.com/azstudents/,Arizona State University,@sjpasu,,
#freepalestine,savesheikhjarrahnow,https://www.instagram.com/savesheikhjarrahnow/,Arizona State University,@sjpasu,,
Defend Our Future,defendourfuture,https://www.instagram.com/defendourfuture/,Arizona State University,@sjpasu,,
Communist Party USA Phoenix,cpusaphoenix,https://www.instagram.com/cpusaphoenix/,Arizona State University,@sjpasu,,
Brown/RISD YDSA,brown_risd_ydsa,https://www.instagram.com/brown_risd_ydsa/,Arizona State University,@sjpasu,,
Explain the Asterisk,explaintheasterisk,https://www.instagram.com/explaintheasterisk/,Arizona State University,@sjpasu,,
Culture at ASU,cultureasu,https://www.instagram.com/cultureasu/,Arizona State University,@sjpasu,,
Guelph Palestinian Student Association,gpsa_uog,https://www.instagram.com/gpsa_uog/,Arizona State University,@sjpasu,,
School of Social and Behavioral Sciences,asu_ssbs,https://www.instagram.com/asu_ssbs/,Arizona State University,@sjpasu,,
Palestine Solidarity Committee 🔻,sjupsc,https://www.instagram.com/sjupsc/,Arizona State University,@sjpasu,,
SJU for Palestine,stjohnssjppali,https://www.instagram.com/stjohnssjppali/,Arizona State University,@sjpasu,,
,lindalprado,https://www.instagram.com/lindalprado/,Arizona State University,@sjpasu,,
WVU_MESA,wvu_mesa,https://www.instagram.com/wvu_mesa/,Arizona State University,@sjpasu,,
Palestinian Women,palestinianwomen1948,https://www.instagram.com/palestinianwomen1948/,Arizona State University,@sjpasu,,
arianna,ariannagreeen,https://www.instagram.com/ariannagreeen/,Arizona State University,@sjpasu,,
Lorenzo Sierra,sierra4az,https://www.instagram.com/sierra4az/,Arizona State University,@sjpasu,,
Sarah Liguori,sarahkliguori,https://www.instagram.com/sarahkliguori/,Arizona State University,@sjpasu,,
Alabas Farhat,alabasfarhatVerified,https://www.instagram.com/alabasfarhat/,Arizona State University,@sjpasu,,
Climate Action Campaign @ ASU,climateactioncampaign.asu,https://www.instagram.com/climateactioncampaign.asu/,Arizona State University,@sjpasu,,
WiSTEM at Arizona State,asuwistem,https://www.instagram.com/asuwistem/,Arizona State University,@sjpasu,,
Fuerte Arts Movement,fuerteaz,https://www.instagram.com/fuerteaz/,Arizona State University,@sjpasu,,
Just Vision,justvisionmediaVerified,https://www.instagram.com/justvisionmedia/,Arizona State University,@sjpasu,,
United Nations Association at ASU 💙,una.asu,https://www.instagram.com/una.asu/,Arizona State University,@sjpasu,,
Naruro A Hassan,advocacywithnaruro,https://www.instagram.com/advocacywithnaruro/,Arizona State University,@sjpasu,,
Service To The People,service.to.the.people,https://www.instagram.com/service.to.the.people/,Arizona State University,@sjpasu,,
MECHA de ASU,mechadeasu,https://www.instagram.com/mechadeasu/,Arizona State University,@sjpasu,,
Aston Palestine Society 🇵🇸,astonpalsoc,https://www.instagram.com/astonpalsoc/,Arizona State University,@sjpasu,,
Women in Computer Science,wics.asu,https://www.instagram.com/wics.asu/,Arizona State University,@sjpasu,,
Women in STEM @ASU,womeninstemasu,https://www.instagram.com/womeninstemasu/,Arizona State University,@sjpasu,,
WISE at ASU Polytechnic,asuwise,https://www.instagram.com/asuwise/,Arizona State University,@sjpasu,,
IGNITE at ASU,igniteatasu,https://www.instagram.com/igniteatasu/,Arizona State University,@sjpasu,,
Graduate Women's Association,asu.gwa,https://www.instagram.com/asu.gwa/,Arizona State University,@sjpasu,,
CCAP Across The Map,ccapacrossthemap,https://www.instagram.com/ccapacrossthemap/,Arizona State University,@sjpasu,,
Women's League at Barrett,womensleagueatbarrett,https://www.instagram.com/womensleagueatbarrett/,Arizona State University,@sjpasu,,
Society of Women Engineers at ASU,sweasu,https://www.instagram.com/sweasu/,Arizona State University,@sjpasu,,
Arizona State CHAARG ⚡️Noor,asu_inchaarg,https://www.instagram.com/asu_inchaarg/,Arizona State University,@sjpasu,,
Arizona Women’s Collaborative,azwomenscollaborative,https://www.instagram.com/azwomenscollaborative/,Arizona State University,@sjpasu,,
Queerizona,queerizona_official,https://www.instagram.com/queerizona_official/,Arizona State University,@sjpasu,,
CRS Ambassadors of Global Justice,stjohnscrs,https://www.instagram.com/stjohnscrs/,Arizona State University,@sjpasu,,
Harvard Undergraduate Palestine Solidarity Committee,harvxrdpsc,https://www.instagram.com/harvxrdpsc/,Arizona State University,@sjpasu,,
sahara صحرا,saharasajjadi,https://www.instagram.com/saharasajjadi/,Arizona State University,@sjpasu,,
Montclair SJP,montclairsjp,https://www.instagram.com/montclairsjp/,Arizona State University,@sjpasu,,
ASU SRVP,asusrvp,https://www.instagram.com/asusrvp/,Arizona State University,@sjpasu,,
Hoʻōla Nā Hawaiʻi,hnhawaiiasu,https://www.instagram.com/hnhawaiiasu/,Arizona State University,@sjpasu,,
Phoenix Revolutionary Communists,phxcommunists,https://www.instagram.com/phxcommunists/,Arizona State University,@sjpasu,,
Dr. Gabor Maté,gabormatemdVerified,https://www.instagram.com/gabormatemd/,Arizona State University,@sjpasu,,
john idalis 👑⭐️,johnidalis,https://www.instagram.com/johnidalis/,Arizona State University,@sjpasu,,
Leftists of Old Dominion,ydsaodu,https://www.instagram.com/ydsaodu/,Arizona State University,@sjpasu,,
sophie,sophlev_,https://www.instagram.com/sophlev_/,Arizona State University,@sjpasu,,
TUSA at ASU,tusa_asu,https://www.instagram.com/tusa_asu/,Arizona State University,@sjpasu,,
Kuwaiti ASU Club,kwasuclub,https://www.instagram.com/kwasuclub/,Arizona State University,@sjpasu,,
Hamza Awale,_hamzelous_,https://www.instagram.com/_hamzelous_/,Arizona State University,@sjpasu,,
RYLOT,rylot,https://www.instagram.com/rylot/,Arizona State University,@sjpasu,,
Brown University Palestine Solidarity Caucus,brown.psc,https://www.instagram.com/brown.psc/,Arizona State University,@sjpasu,,
Intersect Maricopa,intersect.maricopa,https://www.instagram.com/intersect.maricopa/,Arizona State University,@sjpasu,,
North Phoenix Food Not Bombs,nphxfnb,https://www.instagram.com/nphxfnb/,Arizona State University,@sjpasu,,
SJP @ UofM,sjpuofm,https://www.instagram.com/sjpuofm/,Arizona State University,@sjpasu,,
ASU Center for American Civics,asucivics,https://www.instagram.com/asucivics/,Arizona State University,@sjpasu,,
Bailey,b.homsey,https://www.instagram.com/b.homsey/,Arizona State University,@sjpasu,,
NM on the map📍,nmonthemap,https://www.instagram.com/nmonthemap/,Arizona State University,@sjpasu,,
Dabke United Legacy,dabkeunited,https://www.instagram.com/dabkeunited/,Arizona State University,@sjpasu,,
SJP at UArizona,sjpuarizona,https://www.instagram.com/sjpuarizona/,Arizona State University,@sjpasu,,
Radical Women Phoenix,radicalwomenphx,https://www.instagram.com/radicalwomenphx/,Arizona State University,@sjpasu,,
AZ Free Palestine Book Club,palestinebookclubaz,https://www.instagram.com/palestinebookclubaz/,Arizona State University,@sjpasu,,
ASU Library Labriola Center,asulabriola,https://www.instagram.com/asulabriola/,Arizona State University,@sjpasu,,
Egyptian Student Association,esa_asu,https://www.instagram.com/esa_asu/,Arizona State University,@sjpasu,,
Palestine Working Group,pwgatsipa,https://www.instagram.com/pwgatsipa/,Arizona State University,@sjpasu,,
ASU SST,asu.sst,https://www.instagram.com/asu.sst/,Arizona State University,@sjpasu,,
nora,nora.maab,https://www.instagram.com/nora.maab/,Arizona State University,@sjpasu,,
Jameel Hasan Subhan,_jameelsubhan_Verified,https://www.instagram.com/_jameelsubhan_/,Arizona State University,@sjpasu,,
Gabriella Varela,gabbriellxx,https://www.instagram.com/gabbriellxx/,Arizona State University,@sjpasu,,
Neurodiverse Devils 🧠☀️😈,neurodiversedevils,https://www.instagram.com/neurodiversedevils/,Arizona State University,@sjpasu,,
Aleezeh,aaaleezeh28,https://www.instagram.com/aaaleezeh28/,Arizona State University,@sjpasu,,
Samuel Ndinjiakat Jr 🇨🇲,ninjakat21,https://www.instagram.com/ninjakat21/,Arizona State University,@sjpasu,,
نصر 🇵🇸,nasir_daldoom,https://www.instagram.com/nasir_daldoom/,Arizona State University,@sjpasu,,
Noah Simon,noahsimon522,https://www.instagram.com/noahsimon522/,Arizona State University,@sjpasu,,
أليڤيا,aliviahomsey,https://www.instagram.com/aliviahomsey/,Arizona State University,@sjpasu,,
ASA at ASU,asa_arizonastate,https://www.instagram.com/asa_arizonastate/,Arizona State University,@sjpasu,,
Spectrum at ASU West,asuwestspectrum,https://www.instagram.com/asuwestspectrum/,Arizona State University,@sjpasu,,
SkatePal,skate_pal,https://www.instagram.com/skate_pal/,Arizona State University,@sjpasu,,
Ryan Lay,ryan_lay,https://www.instagram.com/ryan_lay/,Arizona State University,@sjpasu,,
Somali Student Association,ssa.asu,https://www.instagram.com/ssa.asu/,Arizona State University,@sjpasu,,
Party for Socialism & Liberation - Tucson,psltucson,https://www.instagram.com/psltucson/,Arizona State University,@sjpasu,,
Amy Meglio,therealamymeglio,https://www.instagram.com/therealamymeglio/,Arizona State University,@sjpasu,,
United Campus Workers Arizona,ucwarizona,https://www.instagram.com/ucwarizona/,Arizona State University,@sjpasu,,
Puente Youth Movement,puenteyouth,https://www.instagram.com/puenteyouth/,Arizona State University,@sjpasu,,
No More Deaths: NAU,nau_nomoredeaths,https://www.instagram.com/nau_nomoredeaths/,Arizona State University,@sjpasu,,
Chispa ASU,asuchispa,https://www.instagram.com/asuchispa/,Arizona State University,@sjpasu,,
Yeshaq Sarra Tekola,drtekola,https://www.instagram.com/drtekola/,Arizona State University,@sjpasu,,
CDC,cultural_diversity_club,https://www.instagram.com/cultural_diversity_club/,Arizona State University,@sjpasu,,
tucson protest,tucsonprotest,https://www.instagram.com/tucsonprotest/,Arizona State University,@sjpasu,,
CGCC SVO,cgcc_svo,https://www.instagram.com/cgcc_svo/,Arizona State University,@sjpasu,,
ZOE (𝐳𝐨•𝐄𝐄) BATES,zoethehalfrican,https://www.instagram.com/zoethehalfrican/,Arizona State University,@sjpasu,,
Dulce Juárez,dulce_vibes_,https://www.instagram.com/dulce_vibes_/,Arizona State University,@sjpasu,,
Palestinian American CC,paccusa,https://www.instagram.com/paccusa/,Arizona State University,@sjpasu,,
Iraqi Student Association @ASU,isaa_asu,https://www.instagram.com/isaa_asu/,Arizona State University,@sjpasu,,
Liverpool Palestine Society 🇵🇸,livpalestine,https://www.instagram.com/livpalestine/,Arizona State University,@sjpasu,,
West Bank Apparel,westbankapparel,https://www.instagram.com/westbankapparel/,Arizona State University,@sjpasu,,
ASU Coalition of Intl Students,asucis,https://www.instagram.com/asucis/,Arizona State University,@sjpasu,,
SADIK Club,sadik_asu,https://www.instagram.com/sadik_asu/,Arizona State University,@sjpasu,,
SSA ASU,ssa_asu,https://www.instagram.com/ssa_asu/,Arizona State University,@sjpasu,,
Mastaani Jaan,mastaani_q,https://www.instagram.com/mastaani_q/,Arizona State University,@sjpasu,,
2BColorBlindEd,2bcolor_blinded,https://www.instagram.com/2bcolor_blinded/,Arizona State University,@sjpasu,,
Northwestern SJP 🇵🇸,nu.sjp,https://www.instagram.com/nu.sjp/,Arizona State University,@sjpasu,,
,artauctionforpalestine,https://www.instagram.com/artauctionforpalestine/,Arizona State University,@sjpasu,,
